TIRP_Representation,Size,Vertical_Support,Mean_Horizontal_Support,Mean_Mean_Duration,Prefix_Metrics_Cls0,Prefix_Metrics_Cls1,Score_vertical_support,Score_diff_vertical_support,Score_mean_squared_mmd,Score_mean_squared_vs,Binary_random#50,Binary_random#25,Binary_random#10,Binary_random#3,Binary_vertical_support#50,Binary_vertical_support#25,Binary_vertical_support#10,Binary_vertical_support#3,Binary_diff_vertical_support#50,Binary_diff_vertical_support#25,Binary_diff_vertical_support#10,Binary_diff_vertical_support#3,Binary_mean_squared_mmd#50,Binary_mean_squared_mmd#25,Binary_mean_squared_mmd#10,Binary_mean_squared_mmd#3,Binary_mean_squared_vs#50,Binary_mean_squared_vs#25,Binary_mean_squared_vs#10,Binary_mean_squared_vs#3,Binary_all
6-181_184_226_212_224_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0,6,270,4.248,36.911,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_212_6_6_6_4_4_4': {'VS': 0.212, 'HS': np.float64(8.255), 'MMD': np.float64(46.766)}, '5-181_184_226_212_224_6_6_6_4_4_4_4_4_4_0': {'VS': 0.033, 'HS': np.float64(10.558), 'MMD': np.float64(39.779)}, '6-181_184_226_212_224_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_212_6_6_6_4_4_4': {'VS': 0.388, 'HS': np.float64(4.0), 'MMD': np.float64(34.306)}, '5-181_184_226_212_224_6_6_6_4_4_4_4_4_4_0': {'VS': 0.229, 'HS': np.float64(5.102), 'MMD': np.float64(34.894)}, '6-181_184_226_212_224_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.219, 'HS': np.float64(4.248), 'MMD': np.float64(36.911)}}",270,0.196,96.827,0.258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5-181_184_226_212_999_6_6_6_4_4_4_0_0_0_0,5,477,3.658,36.319,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_212_6_6_6_4_4_4': {'VS': 0.212, 'HS': np.float64(8.255), 'MMD': np.float64(46.766)}, '5-181_184_226_212_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_212_6_6_6_4_4_4': {'VS': 0.388, 'HS': np.float64(4.0), 'MMD': np.float64(34.306)}, '5-181_184_226_212_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.387, 'HS': np.float64(3.658), 'MMD': np.float64(36.319)}}",477,0.176,115.068,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_226_220_999_6_6_6_4_4_4_0_0_0_0,5,287,1.85,36.521,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_220_6_6_6_4_4_4': {'VS': 0.133, 'HS': np.float64(3.451), 'MMD': np.float64(46.822)}, '5-181_184_226_220_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_220_6_6_6_4_4_4': {'VS': 0.237, 'HS': np.float64(1.993), 'MMD': np.float64(34.497)}, '5-181_184_226_220_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.233, 'HS': np.float64(1.85), 'MMD': np.float64(36.521)}}",287,0.104,114.231,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_226_208_999_6_6_6_4_4_4_0_0_0_0,5,336,1.741,36.397,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_208_6_6_6_4_4_4': {'VS': 0.152, 'HS': np.float64(3.304), 'MMD': np.float64(47.468)}, '5-181_184_226_208_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_208_6_6_6_4_4_4': {'VS': 0.278, 'HS': np.float64(1.875), 'MMD': np.float64(34.389)}, '5-181_184_226_208_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.272, 'HS': np.float64(1.741), 'MMD': np.float64(36.397)}}",336,0.126,119.02,0.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-181_184_226_224_212_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0,6,299,4.371,36.933,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_224_6_6_6_4_4_4': {'VS': 0.037, 'HS': np.float64(3.989), 'MMD': np.float64(38.098)}, '5-181_184_226_224_212_6_6_6_4_4_4_4_4_4_0': {'VS': 0.033, 'HS': np.float64(10.247), 'MMD': np.float64(38.896)}, '6-181_184_226_224_212_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_224_6_6_6_4_4_4': {'VS': 0.313, 'HS': np.float64(2.881), 'MMD': np.float64(34.611)}, '5-181_184_226_224_212_6_6_6_4_4_4_4_4_4_0': {'VS': 0.254, 'HS': np.float64(5.019), 'MMD': np.float64(34.959)}, '6-181_184_226_224_212_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.242, 'HS': np.float64(4.371), 'MMD': np.float64(36.933)}}",299,0.221,66.536,0.283,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6-181_184_226_224_213_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0,6,284,4.324,36.972,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_224_6_6_6_4_4_4': {'VS': 0.037, 'HS': np.float64(3.989), 'MMD': np.float64(38.098)}, '5-181_184_226_224_213_6_6_6_4_4_4_4_4_4_0': {'VS': 0.029, 'HS': np.float64(9.783), 'MMD': np.float64(40.899)}, '6-181_184_226_224_213_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_224_6_6_6_4_4_4': {'VS': 0.313, 'HS': np.float64(2.881), 'MMD': np.float64(34.611)}, '5-181_184_226_224_213_6_6_6_4_4_4_4_4_4_0': {'VS': 0.241, 'HS': np.float64(4.94), 'MMD': np.float64(34.993)}, '6-181_184_226_224_213_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.23, 'HS': np.float64(4.324), 'MMD': np.float64(36.972)}}",284,0.212,70.412,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_226_224_999_6_6_6_4_4_4_0_0_0_0,5,381,2.701,36.614,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_224_6_6_6_4_4_4': {'VS': 0.037, 'HS': np.float64(3.989), 'MMD': np.float64(38.098)}, '5-181_184_226_224_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_224_6_6_6_4_4_4': {'VS': 0.313, 'HS': np.float64(2.881), 'MMD': np.float64(34.611)}, '5-181_184_226_224_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.309, 'HS': np.float64(2.701), 'MMD': np.float64(36.614)}}",381,0.276,79.295,0.299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6-181_184_226_213_225_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0,6,264,4.212,37.193,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_213_6_6_6_4_4_4': {'VS': 0.205, 'HS': np.float64(7.938), 'MMD': np.float64(46.924)}, '5-181_184_226_213_225_6_6_6_4_4_4_4_4_4_0': {'VS': 0.031, 'HS': np.float64(9.162), 'MMD': np.float64(39.73)}, '6-181_184_226_213_225_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_213_6_6_6_4_4_4': {'VS': 0.379, 'HS': np.float64(3.829), 'MMD': np.float64(34.311)}, '5-181_184_226_213_225_6_6_6_4_4_4_4_4_4_0': {'VS': 0.227, 'HS': np.float64(4.8), 'MMD': np.float64(35.214)}, '6-181_184_226_213_225_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.214, 'HS': np.float64(4.212), 'MMD': np.float64(37.193)}}",264,0.196,96.9,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-181_184_226_213_224_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0,6,259,4.174,37.085,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_213_6_6_6_4_4_4': {'VS': 0.205, 'HS': np.float64(7.938), 'MMD': np.float64(46.924)}, '5-181_184_226_213_224_6_6_6_4_4_4_4_4_4_0': {'VS': 0.032, 'HS': np.float64(9.4), 'MMD': np.float64(40.16)}, '6-181_184_226_213_224_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_213_6_6_6_4_4_4': {'VS': 0.379, 'HS': np.float64(3.829), 'MMD': np.float64(34.311)}, '5-181_184_226_213_224_6_6_6_4_4_4_4_4_4_0': {'VS': 0.222, 'HS': np.float64(4.781), 'MMD': np.float64(35.058)}, '6-181_184_226_213_224_999_6_6_6_4_4_4_4_4_4_0_0_0_0_0_0': {'VS': 0.21, 'HS': np.float64(4.174), 'MMD': np.float64(37.085)}}",259,0.19,98.027,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_226_213_999_6_6_6_4_4_4_0_0_0_0,5,464,3.515,36.326,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_213_6_6_6_4_4_4': {'VS': 0.205, 'HS': np.float64(7.938), 'MMD': np.float64(46.924)}, '5-181_184_226_213_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_213_6_6_6_4_4_4': {'VS': 0.379, 'HS': np.float64(3.829), 'MMD': np.float64(34.311)}, '5-181_184_226_213_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.376, 'HS': np.float64(3.515), 'MMD': np.float64(36.326)}}",464,0.174,116.027,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_226_172_999_6_6_6_4_4_4_0_0_0_0,5,306,1.477,36.072,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_172_6_6_6_4_4_4': {'VS': 0.149, 'HS': np.float64(2.246), 'MMD': np.float64(47.504)}, '5-181_184_226_172_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_172_6_6_6_4_4_4': {'VS': 0.259, 'HS': np.float64(1.536), 'MMD': np.float64(34.138)}, '5-181_184_226_172_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.248, 'HS': np.float64(1.477), 'MMD': np.float64(36.072)}}",306,0.11,120.917,0.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_226_199_999_6_6_6_4_4_4_0_0_0_0,5,318,1.664,36.321,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_199_6_6_6_4_4_4': {'VS': 0.151, 'HS': np.float64(3.143), 'MMD': np.float64(47.212)}, '5-181_184_226_199_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_199_6_6_6_4_4_4': {'VS': 0.264, 'HS': np.float64(1.782), 'MMD': np.float64(34.291)}, '5-181_184_226_199_999_6_6_6_4_4_4_0_0_0_0': {'VS': 0.258, 'HS': np.float64(1.664), 'MMD': np.float64(36.321)}}",318,0.113,117.993,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_184_226_999_6_6_6_0_0_0,4,533,1.002,35.029,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_226_6_6_6': {'VS': 0.217, 'HS': np.float64(1.025), 'MMD': np.float64(45.89)}, '4-181_184_226_999_6_6_6_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_226_6_6_6': {'VS': 0.433, 'HS': np.float64(1.002), 'MMD': np.float64(32.926)}, '4-181_184_226_999_6_6_6_0_0_0': {'VS': 0.432, 'HS': np.float64(1.002), 'MMD': np.float64(35.029)}}",533,0.216,101.673,0.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_202_212_999_6_4_4_4_4_0_0_0_0_0,5,358,2.796,36.866,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_202_6_4_4': {'VS': 0.256, 'HS': np.float64(3.42), 'MMD': np.float64(46.433)}, '4-181_184_202_212_6_4_4_4_4_0': {'VS': 0.233, 'HS': np.float64(9.442), 'MMD': np.float64(47.491)}, '5-181_184_202_212_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_202_6_4_4': {'VS': 0.442, 'HS': np.float64(1.894), 'MMD': np.float64(33.757)}, '4-181_184_202_212_6_4_4_4_4_0': {'VS': 0.314, 'HS': np.float64(3.271), 'MMD': np.float64(34.814)}, '5-181_184_202_212_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.29, 'HS': np.float64(2.796), 'MMD': np.float64(36.866)}}",358,0.081,114.585,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_202_213_999_6_4_4_4_4_0_0_0_0_0,5,322,2.845,37.016,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_202_6_4_4': {'VS': 0.256, 'HS': np.float64(3.42), 'MMD': np.float64(46.433)}, '4-181_184_202_213_6_4_4_4_4_0': {'VS': 0.219, 'HS': np.float64(9.145), 'MMD': np.float64(47.784)}, '5-181_184_202_213_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_202_6_4_4': {'VS': 0.442, 'HS': np.float64(1.894), 'MMD': np.float64(33.757)}, '4-181_184_202_213_6_4_4_4_4_0': {'VS': 0.289, 'HS': np.float64(3.266), 'MMD': np.float64(34.986)}, '5-181_184_202_213_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.261, 'HS': np.float64(2.845), 'MMD': np.float64(37.016)}}",322,0.07,115.356,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_184_202_999_6_4_4_0_0_0,4,536,1.754,35.964,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_202_6_4_4': {'VS': 0.256, 'HS': np.float64(3.42), 'MMD': np.float64(46.433)}, '4-181_184_202_999_6_4_4_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_202_6_4_4': {'VS': 0.442, 'HS': np.float64(1.894), 'MMD': np.float64(33.757)}, '4-181_184_202_999_6_4_4_0_0_0': {'VS': 0.434, 'HS': np.float64(1.754), 'MMD': np.float64(35.964)}}",536,0.186,99.212,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_225_212_999_6_4_4_4_4_0_0_0_0_0,5,386,4.008,36.813,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_225_6_4_4': {'VS': 0.064, 'HS': np.float64(3.748), 'MMD': np.float64(39.242)}, '4-181_184_225_212_6_4_4_4_4_0': {'VS': 0.056, 'HS': np.float64(10.735), 'MMD': np.float64(40.812)}, '5-181_184_225_212_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_225_6_4_4': {'VS': 0.413, 'HS': np.float64(2.684), 'MMD': np.float64(34.046)}, '4-181_184_225_212_6_4_4_4_4_0': {'VS': 0.335, 'HS': np.float64(4.783), 'MMD': np.float64(34.807)}, '5-181_184_225_212_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.313, 'HS': np.float64(4.008), 'MMD': np.float64(36.813)}}",386,0.279,50.003,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-181_184_225_213_999_6_4_4_4_4_0_0_0_0_0,5,375,3.856,36.72,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_225_6_4_4': {'VS': 0.064, 'HS': np.float64(3.748), 'MMD': np.float64(39.242)}, '4-181_184_225_213_6_4_4_4_4_0': {'VS': 0.052, 'HS': np.float64(9.648), 'MMD': np.float64(41.493)}, '5-181_184_225_213_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_225_6_4_4': {'VS': 0.413, 'HS': np.float64(2.684), 'MMD': np.float64(34.046)}, '4-181_184_225_213_6_4_4_4_4_0': {'VS': 0.322, 'HS': np.float64(4.655), 'MMD': np.float64(34.683)}, '5-181_184_225_213_999_6_4_4_4_4_0_0_0_0_0': {'VS': 0.304, 'HS': np.float64(3.856), 'MMD': np.float64(36.72)}}",375,0.27,52.582,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-181_184_225_999_6_4_4_0_0_0,4,499,2.469,36.122,"{'1-181_': {'VS': 0.6, 'HS': np.float64(2.021), 'MMD': np.float64(31.748)}, '2-181_184_6': {'VS': 0.334, 'HS': np.float64(1.081), 'MMD': np.float64(42.378)}, '3-181_184_225_6_4_4': {'VS': 0.064, 'HS': np.float64(3.748), 'MMD': np.float64(39.242)}, '4-181_184_225_999_6_4_4_0_0_0': {'VS': 0.0, 'HS': 0.0, 'MMD': 0.0}}","{'1-181_': {'VS': 0.985, 'HS': np.float64(1.443), 'MMD': np.float64(27.079)}, '2-181_184_6': {'VS': 0.652, 'HS': np.float64(1.019), 'MMD': np.float64(31.647)}, '3-181_184_225_6_4_4': {'VS': 0.413, 'HS': np.float64(2.684), 'MMD': np.float64(34.046)}, '4-181_184_225_999_6_4_4_0_0_0': {'VS': 0.404, 'HS': np.float64(2.469), 'MMD': np.float64(36.122)}}",499,0.349,54.651,0.351,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
